Gender,Residence,Study_Level,Faculty,Grad_School,Visiting_Faculty_GradSchool,Affiliation_Program,Weekday_Schedule_Satisfaction,Weekend_Schedule_Satisfaction,Understanding_Routes,UseMore_IfFrequent,App_Helping_Ring,MostValuable_Improvement,Overall_Satisfaction,Open_Comments,Department,Problem_LateBus,Problem_TooCrowded,Problem_LongWait,Problem_NotMyRoute,Problem_RouteConfusing,Problem_HoursMismatch,Problem_NotClean,Problem_DriverBehavior,Freq_Taxi,Freq_Ring,Freq_Walking,Freq_Hitchhiking,Freq_PersonalVehicle,Weekday_Ring_Frequency,Weekend_Ring_Frequency,Avg_Wait_Time,Reason_Free,Reason_No_private_car,Reason_Most_convenient,Reason_Fastest,Reason_Better_for_environment,Reason_Hard_to_find_parking,Purpose_Going_to_A1_Gate,Purpose_Going_to_A2_Gate,Purpose_Going_to_department,Purpose_Going_to_East_Dorms,Purpose_Going_to_West_Dorms,Purpose_Going_to_cafeteria,Purpose_Going_to_library,Purpose_Going_to_sports_facilitie,Route_Brown_A1___A1,Route_Turquoise_West___A2,Route_Orange_West___A2,Route_Yellow_A2___East,Route_Red_East___A2,Route_Navy_Blue_East___East,Route_Purple_A1___A1,TimeWkday_Morning_08:00_11:00,TimeWkday_Midday_11:00_15:00,TimeWkday_Afternoon_15:00_19:00,TimeWkday_Late_19:00_23:00,TimeWkend_Morning_08:00_11:00,TimeWkend_Midday_11:00_15:00,TimeWkend_Afternoon_15:00_19:00,TimeWkend_Late_19:00_23:00,Total_Usage_Score,Problem_Severity_Index,Heavy_User,Residence_Simplified,Route_Count,Purpose_Count,Reason_Count,UseMore_Binary
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,3,3.0,Yes,4.0,Better real-time tracking,4.0,,Aerospace Engineering,2,3,3,1,2,3,2,1,1,4,5,2,1,5,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,7,2.125,1,East_Dorms,4,3,3,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,4,3,4.0,Yes,5.0,More frequent buses,4.0,"Turkuaz ring sayısı artırılmalı. Eğitim fakültesine ya da Yabancı Diller'e giderken her seferinde hazırlıktan yürümek zorunda kalıyoruz, özellikle ders saatleriyle uymadığı zamanlarda. Yağmurlu günlerde özellikle sorun oluyor. Turkuaz ring sadece sabah 8.15 ve 8.25'te. Diğer saatlerde de koyulursa gerçekten işe yarardı. Onun dışında öğlenleri belli saatlerde batı yurtlarında ring yoğunluğu çok fazla oluyor. Bunun en önemli sebebi yabancı dillerde dersten çıkan öğrencilerin ringi doldurması ve batıya ringin çoktan dolu bir şekilde gelmesi. Bu yüzden yoğun saatlere tek bir fazladan araç bile eklense yeterli olurdu. Teşekkürler.",Foreign Languages Education,3,4,3,3,1,1,3,3,2,4,3,3,1,5,3,2,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,8,2.625,1,West_Dorms,4,6,3,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,4,3,4.0,Yes,5.0,More frequent buses,2.0,,Political Science and Public Administration,2,5,3,3,2,2,2,2,3,5,2,2,1,5,3,3,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,8,2.625,1,West_Dorms,2,4,3,1.0
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,1,2,3.0,Yes,3.0,More frequent buses,2.0,,Computer Engineering,3,5,4,2,1,2,2,2,2,3,5,4,1,1,2,3,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,3,2.625,0,West_Dorms,2,5,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,1,1,3.0,Yes,3.0,More frequent buses,2.0,Özellikle hafta sonu akşam kütüphaneden dönmek çok zor oluyor. ,Metallurgical and Materials Engineering,4,4,4,3,1,4,3,1,2,3,4,3,2,4,3,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,7,3.0,1,West_Dorms,3,3,5,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,3,3,4.0,Yes,5.0,More frequent buses,3.0,,Foreign Languages Education,1,5,3,2,1,1,1,1,1,4,5,2,1,4,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,5,1.875,1,West_Dorms,2,2,1,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,1,1,3.0,Yes,3.0,Extended service hours,2.0,Buses should be more frequent,Mechanical Engineering,1,2,5,3,1,1,1,1,3,4,4,1,1,2,2,5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,4,1.875,0,East_Dorms,2,3,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,1,2,4.0,Yes,4.0,Better route coverage,3.0,,Psychology,2,5,5,5,2,5,2,1,2,5,4,4,1,5,3,4,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,8,3.375,1,West_Dorms,3,4,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,4,2.0,Not sure,4.0,More frequent buses,4.0,,Mathematics,3,4,4,2,2,1,2,2,2,4,5,2,1,3,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,6,2.5,1,East_Dorms,3,3,2,
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,1,1.0,Yes,1.0,Better real-time tracking,5.0,,Civil Engineering,3,5,5,4,5,3,2,3,2,3,5,2,1,3,2,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,5,3.75,1,East_Dorms,3,2,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),School of Foreign Languages,,,,4,2,3.0,Yes,2.0,Extended service hours,3.0,"Daha erken ve geç saatlere ring
Daha kaliteli güzergahlar
Ring uygulamasının iyileştirilmesi",Preparatory Program,2,4,3,4,2,4,2,1,1,4,5,3,1,4,2,3,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,6,2.75,1,East_Dorms,3,3,4,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,1,1,1.0,Yes,4.0,Better route coverage,2.0,,Physical Education and Sports,3,3,4,5,2,5,3,4,1,5,3,3,1,5,3,3,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,8,3.625,1,West_Dorms,3,3,1,1.0
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,2,3.0,Yes,4.0,More frequent buses,3.0,,Computer Engineering,3,5,4,2,2,4,1,2,1,4,4,4,1,4,2,3,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,6,2.875,1,Off_Campus_Far,2,3,4,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,2,3.0,Yes,4.0,Extended service hours,2.0,Additional buses needed for later hours,Physics,3,4,5,3,2,3,3,1,1,3,4,3,1,3,2,3,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,5,3.0,1,East_Dorms,2,4,4,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,4,3,3.0,Not sure,5.0,More frequent buses,4.0,,International Relations,2,3,2,1,2,3,1,1,2,4,5,3,1,3,1,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,4,1.875,1,West_Dorms,2,4,2,
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,4,2,4.0,Yes,3.0,More frequent buses,4.0,Haftasonu ringleri saatte bir olduğu için genel olarak yürümek zorunda kalıyorum ve ringler çok kalabalık oluyor bazen yer bulamıyorum bu yüzden. ,Business Administration,3,5,5,3,1,3,1,1,3,5,5,5,1,5,3,4,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,8,2.75,1,West_Dorms,1,5,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,3,4.0,Yes,5.0,Extended service hours,4.0,Add a late ring that goes after midnight for weekends as well.,Chemical Engineering,3,2,2,1,2,1,3,2,3,4,5,3,1,2,2,2,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4,2.0,0,East_Dorms,4,3,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,1,1,2.0,Yes,5.0,Improved punctuality,1.0,,Biology,5,5,5,2,3,3,4,5,2,4,4,5,1,4,2,4,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,6,4.0,1,East_Dorms,3,4,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,2,1.0,Yes,1.0,More frequent buses,2.0,,Metallurgical and Materials Engineering,4,3,4,2,5,3,3,2,2,3,5,1,2,2,1,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3.25,0,East_Dorms,1,3,3,1.0
Female,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,2,1,4.0,Yes,1.0,More frequent buses,3.0,,Statistics,4,5,4,1,1,3,3,2,2,4,4,4,1,4,2,3,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,6,2.875,1,Off_Campus_Far,2,4,1,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,1,1.0,Yes,1.0,More frequent buses,2.0,,Mechanical Engineering,1,4,4,4,5,1,2,2,1,2,5,4,4,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,2,2.875,0,East_Dorms,2,1,1,1.0
Female,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,2,5.0,Yes,4.0,Extended service hours,4.0,,Statistics,3,3,3,2,2,3,1,3,2,4,3,2,1,5,3,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,8,2.5,1,Off_Campus_Far,2,3,1,1.0
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,1,1,1.0,Yes,1.0,More frequent buses,2.0,"Ringler daha sık kalksın ve gerçekten tam vaktinde kalksın, böylece öğrenciler daha rahat derslerine yetişsinler ",Petroleum and Natural Gas Engineering,5,4,5,3,4,3,2,2,1,4,3,4,1,4,1,3,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,5,3.5,1,Off_Campus_Far,3,4,4,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,3,3.0,Yes,3.0,Improved punctuality,3.0,,Electrical and Electronics Engineering,4,4,4,2,2,4,2,2,1,5,4,3,1,5,3,5,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,8,3.0,1,East_Dorms,2,4,1,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,5,4,5.0,Not sure,3.0,Better real-time tracking,5.0,"Takip sistemi daha iyi olabilir
",Computer Education and Instructional Technology (CEIT),1,3,2,2,1,2,2,2,2,5,5,4,1,5,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,6,1.875,1,East_Dorms,3,4,3,
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,4,4.0,Not sure,2.0,Better route coverage,2.0,Batıya gün içinde ring gitmiyor. ,Chemical Engineering,3,5,4,5,1,3,3,1,1,3,4,2,1,3,3,2,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,6,3.125,1,West_Dorms,2,3,3,
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,1,1,1.0,Yes,2.0,More frequent buses,2.0,,Foreign Languages Education,2,3,4,5,5,5,1,1,3,2,4,2,1,1,2,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,3.25,0,East_Dorms,1,2,1,1.0
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,1,4.0,Yes,1.0,More frequent buses,2.0,Hafta sonları saatte bir olması saçmalık.,Mechanical Engineering,4,5,5,5,2,5,2,4,1,4,4,4,1,5,3,4,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,8,4.0,1,West_Dorms,3,6,1,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,1,1,5.0,Yes,5.0,Better route coverage,2.0,saat 6'dan once bati yurtlarina direkt sefer yok her seferinde ya saat 6yi beklemek ya da yurumek zorunda kaliyorum,Economics,4,5,5,5,1,3,2,1,3,3,3,3,1,5,3,4,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,8,3.25,1,West_Dorms,4,7,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,3,4.0,Yes,1.0,Better route coverage,3.0,,Metallurgical and Materials Engineering,3,4,4,4,1,3,2,3,1,4,4,3,1,5,3,3,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,8,3.0,1,West_Dorms,2,5,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,3,2.0,Yes,2.0,Extended service hours,3.0,,Electrical and Electronics Engineering,3,3,2,1,4,3,2,1,2,3,4,1,1,2,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2.375,0,East_Dorms,1,1,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,1,1,5.0,Yes,5.0,More frequent buses,3.0,,Economics,3,3,5,5,1,5,3,4,2,5,5,4,1,5,3,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,8,3.625,1,East_Dorms,3,3,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,2,4.0,Yes,4.0,More frequent buses,2.0,,Aerospace Engineering,2,5,3,2,1,4,1,1,1,4,4,2,1,5,3,5,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,8,2.375,1,West_Dorms,3,6,1,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Architecture,,,,2,1,1.0,Yes,3.0,Better route coverage,2.0,,Industrial Design,2,4,5,5,2,5,5,2,2,5,5,3,1,4,1,4,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,5,3.75,1,East_Dorms,2,5,1,1.0
Female,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,3,3,1.0,Not sure,1.0,Extended service hours,2.0,,International Relations,3,5,3,2,3,4,5,3,4,2,2,2,4,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,3.5,0,Off_Campus_Far,2,1,1,
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,3,2.0,No,3.0,Better real-time tracking,1.0,,Environmental Engineering,4,5,3,4,4,5,5,3,2,1,5,3,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.125,0,Off_Campus_Far,2,1,1,0.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,2,2.0,Not sure,5.0,Better route coverage,3.0,,Civil Engineering,3,4,3,1,4,3,1,1,1,3,4,2,1,2,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,4,2.5,0,West_Dorms,2,2,2,
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,2,4.0,Yes,4.0,Extended service hours,4.0,,Psychology,3,3,3,1,1,2,1,2,2,4,4,2,1,3,1,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,4,2.0,1,West_Dorms,4,3,4,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,2,1,4.0,Yes,1.0,More frequent buses,3.0,,Molecular Biology and Genetics,2,4,3,3,1,2,1,1,2,3,5,2,1,2,1,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,3,2.125,0,East_Dorms,3,3,1,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Other,Faculty of Engineering,,,English Language Teaching,2,1,2.0,Yes,3.0,More frequent buses,3.0,,,4,4,4,3,5,2,2,1,2,4,3,1,1,5,3,5,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,8,3.125,1,West_Dorms,1,2,3,1.0
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,1,3.0,Yes,4.0,Better route coverage,3.0,Haftasonu saatte bir ring çok az,Statistics,3,4,4,4,4,4,3,2,1,4,3,3,1,5,1,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,6,3.5,1,Off_Campus_Far,2,2,2,1.0
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,3,2.0,No,1.0,More frequent buses,3.0,,Statistics,2,4,3,1,4,3,2,1,1,2,3,1,4,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.5,0,Off_Campus_Far,1,1,1,0.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Architecture,,,,2,3,3.0,Yes,3.0,More frequent buses,1.0,"Akşam ringleri fazla dolanıyor  bölüm  dolayısıyla , yorgun bir şekilde geç saatlere kalıyoruz , ve ring gelene kadar fazla dolu oluyor  ve fazla dolaniyor batıya gitmek için. Ve gündüz  saatlerinde de çoğunlukla  refikaya gelene kadar ring dolmus oluyor çoğu zaman çoğu kisi kullanamiyor, derse geç kalıyoruz ",Architecture,4,5,4,5,1,5,5,4,3,5,5,1,1,5,3,2,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,8,4.125,1,West_Dorms,2,4,1,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,3,3,4.0,Yes,3.0,Better route coverage,3.0,Bati yurtlarinda ( refika) kalip bolumume (bote) gecmek cok zor ya sabahtan turkuaza binmeliyim ki sabah 8.40 dersim yok ya da sari ringle mimarlik duragindan inip yurumeliyim. Simdi havalar guzelken bu pek bir sorun teskil etmese de havalar soguyup yagislar artinca benim icin buyuk bir problem olacak. Bati yurtlarindan A2 metrosuna direkt seferler olmali diye dusunuyorum cunku haftaici batidaki ogrenciler A1 e gitmek istediklerinde inip egoya binip oyle gidiyorlar. Okulun icinde aktarma yapmak zorunda kaliyorlar. ,Computer Education and Instructional Technology (CEIT),3,4,4,4,2,4,3,3,2,4,4,4,1,5,3,4,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,8,3.375,1,West_Dorms,4,4,5,1.0
Other,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",PhD,Faculty of Engineering,Graduate School of Natural and Applied Sciences,,,2,3,5.0,Yes,4.0,More frequent buses,2.0,,,4,4,4,1,1,1,1,1,3,5,4,3,1,5,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7,2.125,1,East_Dorms,1,1,1,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,3,4.0,Yes,3.0,More frequent buses,4.0,,Environmental Engineering,5,4,5,2,2,2,1,1,3,5,4,3,1,5,3,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,8,2.75,1,West_Dorms,6,5,2,1.0
Female,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,3,3.0,Yes,1.0,More frequent buses,2.0,,Environmental Engineering,5,5,5,1,1,3,3,3,2,5,2,3,2,5,1,3,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,6,3.25,1,Off_Campus_Far,2,5,3,1.0
Female,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,3,3.0,Not sure,2.0,Improved punctuality,4.0,,Environmental Engineering,3,4,3,1,2,3,2,2,1,5,3,3,3,5,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,6,2.5,1,Off_Campus_Far,2,2,3,
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Exchange / Erasmus / Short-term study,Faculty of Engineering,,Architecture,,4,2,4.0,Yes,5.0,More frequent buses,4.0,,,1,4,3,3,2,4,1,1,2,5,5,3,1,5,3,2,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,8,2.375,1,West_Dorms,1,5,4,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Architecture,,,,3,2,2.0,Yes,3.0,More frequent buses,3.0,,Architecture,4,4,4,2,4,4,2,1,1,4,5,2,1,3,3,4,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,6,3.125,1,East_Dorms,3,4,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,1,1,1.0,Yes,1.0,More frequent buses,1.0,,Electrical and Electronics Engineering,3,4,5,4,5,3,3,2,3,2,5,4,1,1,1,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,3.625,0,East_Dorms,1,2,1,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Architecture,,,,3,2,3.0,Yes,4.0,Better real-time tracking,3.0,"Batı yurtlarına ulaşım için güzergahlar iyileştirilebilir, ve yoğunluğun olduğu saatlerde seferler arttırılabilir",Industrial Design,2,4,3,4,2,3,2,2,3,5,4,4,1,5,3,3,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,8,2.75,1,West_Dorms,4,4,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,2,3.0,Yes,1.0,More frequent buses,3.0,,Statistics,3,3,3,2,2,2,2,2,2,5,4,1,1,5,3,2,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,8,2.375,1,East_Dorms,3,6,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,2,3.0,Yes,5.0,More frequent buses,2.0,,Electrical and Electronics Engineering,4,5,5,5,1,4,2,3,1,3,5,3,1,3,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,3.625,1,East_Dorms,1,1,1,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,2,1.0,Yes,2.0,More frequent buses,3.0,Railway alternatives,Statistics,2,3,4,2,4,3,5,2,1,4,4,3,3,3,1,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,4,3.125,1,East_Dorms,2,2,2,1.0
